#group,false,false,false,false,false,false,false,false,false
#datatype,double,double,double,double,double,double,double,double,dateTime:RFC3339
#default,,,,,,,,,
,aht_hum,aht_temp,dht11_hum,dht11_temp,dht22_hum,dht22_temp,sht_hum,sht_temp,time
,48.76,30.67,50.3,30.5,48.5,31.1,49.83,30.61,2025-07-23T06:43:28.117996515Z
,48.59,30.71,50.2,30.5,48.2,31.1,49.77,30.65,2025-07-23T06:44:27.615846458Z
,48.48,30.74,50.1,30.6,48.4,31.2,49.73,30.68,2025-07-23T06:45:27.733309747Z
,48.53,30.77,50.1,30.6,48.5,31.2,49.64,30.74,2025-07-23T06:46:27.628587251Z
,48.35,30.8,50,30.6,48.4,31.3,49.62,30.76,2025-07-23T06:47:28.046165347Z
,48.25,30.8,50,30.6,48.3,31.2,49.49,30.8,2025-07-23T06:48:28.177304359Z
,48.42,30.76,49.9,30.7,47.8,31.3,49.46,30.79,2025-07-23T06:49:27.80133044Z
,49.05,30.7,49.8,30.7,48.3,31.2,49.89,30.78,2025-07-23T06:50:27.756817832Z
,48.7,30.74,50.1,30.6,48.7,31.2,49.57,30.82,2025-07-23T06:51:28.020353504Z
,48.77,30.72,50,30.7,48.3,31.2,49.59,30.82,2025-07-23T06:52:31.519727569Z
,49.05,30.76,50,30.7,48.5,31.2,49.91,30.83,2025-07-23T06:53:27.783859059Z
,49.08,30.74,50.2,30.7,48.8,31.2,49.91,30.85,2025-07-23T06:54:27.862057141Z
,49.62,30.73,50.2,30.7,48.9,31.2,50.29,30.88,2025-07-23T06:55:27.843506Z
,49.7,30.76,50.6,30.7,49.4,31.2,50.38,30.88,2025-07-23T06:56:28.354005649Z
,49.98,30.81,50.7,30.7,49.3,31.1,50.83,30.86,2025-07-23T06:57:28.454138282Z
,50.1,30.81,50.9,30.7,49.9,31.2,50.95,30.88,2025-07-23T06:58:27.846548032Z
,50.21,30.85,51.1,30.7,50,31.3,51.1,30.9,2025-07-23T06:59:27.836252918Z
,51,30.79,51.3,30.7,49.9,31.2,51.88,30.89,2025-07-23T07:00:27.613197535Z
,51.12,30.8,51.8,30.7,50.6,31.3,51.69,30.92,2025-07-23T07:01:27.724598201Z
,50.97,30.9,51.9,30.7,50.4,31.3,51.5,30.93,2025-07-23T07:02:27.734459675Z
,50.82,30.96,51.9,30.7,50.4,31.2,51.49,31,2025-07-23T07:03:27.840313837Z
,48.68,30.96,50.5,30.8,49,31.3,49.47,31.03,2025-07-23T07:13:38.673113521Z
,48.32,30.93,50.2,30.8,48.6,31.3,49.3,31.04,2025-07-23T07:14:28.697872501Z
,47.1,31.11,48.5,30.9,46.9,31.4,48.16,31.13,2025-07-23T07:32:27.738768634Z
,47.43,31.12,48.5,31,47.2,31.5,48.45,31.16,2025-07-23T07:33:28.277447687Z
,47.53,31.13,48.7,31,47.5,31.5,48.68,31.2,2025-07-23T07:34:29.820406967Z
,47.21,31.15,48.8,31,47.5,31.6,48.25,31.19,2025-07-23T07:35:30.28482821Z
,47.32,31.13,48.7,31,47.3,31.5,48.39,31.2,2025-07-23T07:36:29.86833937Z
,47.51,31.15,48.7,31,47.2,31.6,48.63,31.22,2025-07-23T07:37:29.250010398Z
,47.44,31.17,48.8,31.1,47.5,31.5,48.45,31.23,2025-07-23T07:38:28.93967192Z
,47.21,31.17,48.8,31.1,47.3,31.5,48.23,31.23,2025-07-23T07:39:28.12956039Z
,47.15,31.19,48.6,31.1,47.5,31.5,48.24,31.25,2025-07-23T07:40:28.15876958Z
,47.54,31.2,48.6,31.1,47.5,31.5,48.56,31.25,2025-07-23T07:41:32.11414248Z
,47.59,31.18,48.8,31.1,47.5,31.6,48.57,31.29,2025-07-23T07:42:31.990987025Z
,47.42,31.21,48.8,31.1,47.7,31.6,48.42,31.29,2025-07-23T07:43:29.963989994Z
,47.4,31.2,48.8,31.1,47.2,31.5,48.32,31.3,2025-07-23T07:44:29.359835537Z
,46.91,31.18,48.7,31.1,47.3,31.5,47.81,31.3,2025-07-23T07:45:29.79026516Z
,46.43,31.19,48.5,31.1,46.9,31.6,47.34,31.29,2025-07-23T07:46:29.63338884Z
,46.44,31.19,48.2,31.1,46.5,31.7,47.47,31.29,2025-07-23T07:47:29.513393223Z
,46.29,31.17,48.1,31,46.6,31.5,47.25,31.3,2025-07-23T07:48:31.094555811Z
,46.21,31.2,47.9,31,46.3,31.6,47.26,31.3,2025-07-23T07:49:29.465965002Z
,46.31,31.18,47.9,31,46.6,31.6,47.37,31.27,2025-07-23T07:50:29.341310459Z
,46.34,31.14,47.9,31,46.4,31.6,47.32,31.29,2025-07-23T07:51:29.276210617Z
,46.58,31.12,47.9,31,46.5,31.5,47.5,31.27,2025-07-23T07:52:28.253422525Z
,46.5,31.11,48.1,31,46.8,31.5,47.46,31.27,2025-07-23T07:53:29.336770299Z
,46.4,31.09,48,31,46.7,31.5,47.31,31.26,2025-07-23T07:54:29.578516487Z
,46.66,31.06,47.9,31,46.6,31.6,47.58,31.26,2025-07-23T07:55:29.519896392Z
,46.88,31.07,48,31,46.7,31.5,47.77,31.25,2025-07-23T07:56:30.475293747Z
,46.97,31.07,48.2,31,47.2,31.5,47.84,31.23,2025-07-23T07:57:28.32986208Z
,47,31.1,48.3,30.9,47.1,31.4,47.8,31.22,2025-07-23T07:58:28.274740514Z
,46.9,31.07,48.4,30.9,46.8,31.4,47.91,31.22,2025-07-23T07:59:28.706232607Z
,47.07,31.07,48.4,30.9,47.2,31.4,47.93,31.22,2025-07-23T08:00:29.218306707Z
,47.35,31.06,48.3,31,47.2,31.4,48.1,31.23,2025-07-23T08:01:28.193546774Z
,47.16,31.08,48.5,30.9,47.4,31.4,48.01,31.23,2025-07-23T08:02:29.601558784Z
,48.04,31.07,48.5,30.9,47.4,31.3,48.88,31.25,2025-07-23T08:03:28.225863111Z
,48.04,31.11,49,30.9,48.1,31.4,48.76,31.22,2025-07-23T08:04:29.349256388Z
,48.05,31.13,48.9,31,48.1,31.3,48.72,31.25,2025-07-23T08:05:27.910224235Z
,47.98,31.08,49,31,47.9,31.4,48.75,31.23,2025-07-23T08:06:28.525463835Z
,48.04,31.09,49,31,48.3,31.4,48.75,31.25,2025-07-23T08:07:28.543191612Z
,48.15,31.12,49,31,48.1,31.4,48.91,31.26,2025-07-23T08:08:31.398068546Z
,48.16,31.15,49.1,31,48.3,31.4,48.95,31.29,2025-07-23T08:09:30.462720458Z
,48.31,31.12,49.1,31,48.2,31.4,49.09,31.29,2025-07-23T08:10:31.525571185Z
,48.18,31.24,49.2,31.1,47.9,31.5,49.01,31.33,2025-07-23T08:16:36.097143323Z
,48.5,31.24,49.3,31.1,48.3,31.5,49.29,31.33,2025-07-23T08:17:27.994126068Z
,48.96,31.27,49.9,31.1,48.8,31.6,49.83,31.37,2025-07-23T08:35:27.774269142Z
,49.13,31.24,49.9,31.1,48.8,31.6,49.94,31.36,2025-07-23T08:36:27.699043582Z
,49.19,31.2,50,31.1,49.1,31.6,49.92,31.34,2025-07-23T08:37:29.155576913Z
,49.39,31.22,50,31.1,49.1,31.6,49.96,31.36,2025-07-23T08:38:27.750553707Z
,49.13,31.23,50.1,31.1,49.2,31.5,49.94,31.34,2025-07-23T08:39:27.80221847Z
,49.29,31.15,50.1,31.1,49.3,31.5,50.13,31.3,2025-07-23T08:40:27.957734345Z
,49.23,31.14,50.2,31,49.6,31.4,50.07,31.26,2025-07-23T08:41:27.721365672Z
,49.44,31.1,50.2,31,49.4,31.5,50.21,31.26,2025-07-23T08:42:28.032445885Z
,49.55,31.09,50.4,30.9,49.5,31.4,50.23,31.29,2025-07-23T08:43:28.166824402Z
,49.75,31.07,50.5,30.9,49.6,31.3,50.35,31.25,2025-07-23T08:44:27.635358104Z
,49.84,31.04,50.6,30.9,49.5,31.4,50.41,31.2,2025-07-23T08:45:27.957615894Z
,49.91,31.05,50.6,30.8,49.6,31.4,50.36,31.22,2025-07-23T08:46:28.000455445Z
,49.71,31.04,50.6,30.8,49.8,31.3,50.26,31.17,2025-07-23T08:47:27.755808222Z
,49.46,31.02,50.6,30.8,49.6,31.4,50.1,31.19,2025-07-23T08:48:27.765487218Z
,49.41,31.06,50.5,30.8,49.7,31.2,50.03,31.19,2025-07-23T08:49:28.056011525Z
,49.3,31.05,50.4,30.8,49.4,31.3,50,31.23,2025-07-23T08:50:27.728202903Z
,48.77,31.01,50.3,30.9,49.8,31.3,49.41,31.16,2025-07-23T08:51:28.660989808Z
,48.75,31.01,50,30.9,48.8,31.4,49.53,31.17,2025-07-23T08:52:28.711439022Z
,48.54,31.05,49.9,30.8,49.2,31.4,49.33,31.2,2025-07-23T08:53:28.30999777Z
,48.5,31.06,49.8,30.9,48.8,31.4,48.97,31.22,2025-07-23T08:54:27.804860587Z
,48.43,31.07,49.6,30.9,48,31.4,49.22,31.2,2025-07-23T08:55:27.71069168Z
,48.22,31.07,49.6,30.9,48.6,31.4,49.06,31.22,2025-07-23T08:56:27.81799136Z
,48.18,31.01,49.5,30.9,48.1,31.4,49.11,31.17,2025-07-23T08:57:28.872124673Z
,48.23,30.97,49.4,30.9,48.5,31.4,49.07,31.16,2025-07-23T08:58:27.731891709Z
,48.34,30.95,49.4,30.9,48.6,31.4,49.1,31.15,2025-07-23T08:59:28.04238134Z
,48.42,30.96,49.5,30.8,48.4,31.4,49.11,31.15,2025-07-23T09:00:28.215949557Z
,48.21,30.95,49.5,30.8,48.3,31.3,49.01,31.12,2025-07-23T09:01:29.084963768Z
,48.68,30.93,49.4,30.8,48.3,31.3,49.46,31.12,2025-07-23T09:02:28.661775628Z
,48.6,30.93,49.7,30.7,48.8,31.3,49.32,31.07,2025-07-23T09:03:28.58245366Z
,48.61,30.9,49.7,30.7,48.8,31.3,49.28,31.1,2025-07-23T09:04:27.772481484Z
,48.49,30.9,49.7,30.7,48.6,31.2,49.23,31.09,2025-07-23T09:05:27.779520305Z
,48.14,30.9,49.7,30.7,48.6,31.3,48.91,31.1,2025-07-23T09:06:27.681067831Z
,48.12,30.86,49.5,30.7,48.2,31.3,48.83,31.07,2025-07-23T09:07:27.790896068Z
,48.37,30.85,49.3,30.7,48.4,31.2,48.96,31.06,2025-07-23T09:08:27.813264277Z
,48.07,30.84,49.4,30.7,48.6,31.3,48.86,31.04,2025-07-23T09:09:27.698698671Z
,48.06,30.73,49.2,30.7,48.4,31.2,48.83,30.96,2025-07-23T09:14:28.396273909Z
,48.99,30.56,49.5,30.4,48.7,30.9,49.4,30.82,2025-07-23T09:27:27.829870694Z
,48.74,30.55,49.6,30.4,48.9,31,49.34,30.8,2025-07-23T09:28:30.150442758Z
,48.8,30.54,49.6,30.4,49,31,49.38,30.79,2025-07-23T09:29:28.056601088Z
,48.79,30.55,49.6,30.4,48.8,30.9,49.38,30.78,2025-07-23T09:30:28.110664417Z
,48.98,30.49,49.7,30.4,48.8,31,49.49,30.76,2025-07-23T09:31:27.660777924Z
,49.14,30.46,49.7,30.4,49,31,49.59,30.74,2025-07-23T09:32:27.862346223Z
,49.04,30.48,49.8,30.4,49.3,30.9,49.55,30.76,2025-07-23T09:33:27.657500905Z
,49.21,30.44,49.7,30.3,48.8,30.9,49.7,30.74,2025-07-23T09:34:27.967998278Z
,48.7,30.45,49.9,30.3,49.1,30.9,49.12,30.72,2025-07-23T09:35:27.794196089Z
,48.61,30.42,49.6,30.3,48.8,30.8,49.13,30.69,2025-07-23T09:36:28.088537475Z
,48.74,30.41,49.6,30.3,48.6,30.8,49.34,30.71,2025-07-23T09:37:28.037512248Z
,49.68,30.41,49.6,30.3,49,30.8,50.12,30.68,2025-07-23T09:38:27.994329368Z
,50.22,30.41,50.2,30.3,49.8,31,50.73,30.68,2025-07-23T09:39:27.696844107Z
,49.71,30.43,50.5,30.3,50.2,30.8,49.99,30.66,2025-07-23T09:40:27.824858823Z
,48.9,30.39,50.3,30.3,49.6,30.8,49.34,30.65,2025-07-23T09:41:28.135874714Z
,48.99,30.37,49.8,30.3,49,30.8,49.26,30.64,2025-07-23T09:42:27.721935043Z
,48.87,30.36,49.8,30.2,48.7,30.8,49.29,30.62,2025-07-23T09:43:28.639659238Z
,48.44,30.33,49.8,30.2,48.9,30.7,48.94,30.61,2025-07-23T09:44:27.763957519Z
,48.64,30.27,49.6,30.2,48.6,30.7,49,30.56,2025-07-23T09:45:27.936581804Z
,48.64,30.22,49.6,30.2,48.7,30.5,48.74,30.54,2025-07-23T09:46:27.634851713Z
,48.35,30.22,49.5,30.1,48.5,30.6,48.72,30.48,2025-07-23T09:47:27.846793537Z
,48.48,30.2,49.3,30.1,48.4,30.5,48.99,30.48,2025-07-23T09:48:27.75276319Z
,48.92,30.16,49.5,30.1,48.7,30.5,49.39,30.47,2025-07-23T09:49:27.784993776Z
,49.09,30.15,49.7,30.1,49.2,30.5,49.55,30.45,2025-07-23T09:50:27.667370853Z
,49.93,30.14,49.8,30.1,49.3,30.4,50.11,30.45,2025-07-23T09:51:34.867175115Z
,50.18,30.18,50.3,30,49.5,30.4,50.45,30.41,2025-07-23T09:52:27.782230657Z
,51.63,30.08,52,30,51.7,30.4,51.95,30.37,2025-07-23T09:59:28.138468596Z
,54.12,29.81,54.3,29.7,53.7,30.2,53.79,30.16,2025-07-23T10:11:27.711930127Z
,54.05,29.78,54.4,29.7,53.8,30.1,53.92,30.14,2025-07-23T10:12:27.718419926Z
,54.63,29.74,54.3,29.7,53.7,30.1,54.31,30.08,2025-07-23T10:13:29.159757595Z
,54.52,29.69,54.7,29.6,54.1,30,54.21,30.04,2025-07-23T10:14:27.649357614Z
,54.58,29.62,54.8,29.6,54,29.9,54.24,30.01,2025-07-23T10:15:27.962316699Z
,54.84,29.61,54.8,29.5,54.2,29.9,54.48,29.98,2025-07-23T10:16:27.682054733Z
,54.92,29.59,55.1,29.4,54.7,29.8,54.49,29.94,2025-07-23T10:17:28.650972554Z
,55.18,29.57,55.3,29.4,54.7,29.8,54.75,29.93,2025-07-23T10:18:27.801120397Z
,55.34,29.55,55.4,29.4,55.1,29.8,54.91,29.93,2025-07-23T10:19:27.91988877Z
,55.7,29.54,55.6,29.4,55.3,29.8,55.5,29.91,2025-07-23T10:20:28.514281588Z
,56.11,29.55,55.9,29.4,55.8,29.7,55.58,29.9,2025-07-23T10:21:27.871248628Z
,56.2,29.55,56.2,29.4,55.6,29.8,55.59,29.88,2025-07-23T10:22:27.759031354Z
,56.48,29.53,56.4,29.4,55.7,29.8,55.95,29.87,2025-07-23T10:23:27.745286581Z
,56.35,29.5,56.6,29.4,56.4,29.8,55.77,29.84,2025-07-23T10:24:27.751126764Z
,56.63,29.5,56.5,29.4,55.8,29.7,56.47,29.86,2025-07-23T10:25:27.656327231Z
,56.45,29.48,56.9,29.4,56.8,29.8,55.74,29.86,2025-07-23T10:26:27.794997558Z
,56.24,29.44,56.7,29.4,56,29.8,55.64,29.77,2025-07-23T10:27:28.716774485Z
,55.99,29.42,56.6,29.3,55.9,29.7,55.38,29.78,2025-07-23T10:28:27.67365808Z
,56.29,29.37,56.5,29.3,55.6,29.6,55.6,29.73,2025-07-23T10:29:28.096137852Z
,56.56,29.33,56.7,29.3,56,29.6,55.67,29.72,2025-07-23T10:30:28.555790143Z
,56.32,29.36,56.7,29.3,56.3,29.6,55.64,29.7,2025-07-23T10:31:36.224059578Z
,55.95,29.51,56.8,29.2,56.1,29.6,55.79,29.67,2025-07-23T10:32:30.243613446Z
,55.46,29.65,56.8,29.2,56.2,29.5,55.68,29.67,2025-07-23T10:33:27.658840364Z
,54.96,29.7,56.8,29.2,56.2,29.6,55.41,29.69,2025-07-23T10:34:30.628038265Z
,54.55,29.7,56.7,29.2,55.8,29.5,55.23,29.69,2025-07-23T10:35:27.938724633Z
,54.51,29.71,56.5,29.2,55.8,29.5,55.27,29.65,2025-07-23T10:36:28.778884894Z
,54.28,29.64,56.4,29.2,55.5,29.5,54.98,29.62,2025-07-23T10:37:28.042902103Z
,54.19,29.51,55.9,29.1,54.9,29.5,54.7,29.52,2025-07-23T10:46:27.747064617Z
,53.52,29.56,55.4,29.1,53.9,29.4,54.49,29.46,2025-07-23T11:06:38.776510245Z
,53.54,29.54,55.4,29.1,54.3,29.5,54.42,29.45,2025-07-23T11:07:27.72509847Z
,53.52,29.57,55.3,29.1,54.1,29.5,54.31,29.46,2025-07-23T11:08:27.837064229Z
,53.11,29.58,55.3,29.1,53.8,29.5,54.24,29.46,2025-07-23T11:09:27.84149679Z
,53.37,29.55,55.2,29.1,53.8,29.5,54.23,29.43,2025-07-23T11:10:27.869546083Z
,53.25,29.57,55.2,29.1,53.9,29.5,54.15,29.46,2025-07-23T11:11:27.751700274Z
,53,29.55,55.1,29.1,53.7,29.6,53.93,29.43,2025-07-23T11:12:27.654087196Z
,52.93,29.55,54.9,29.1,53.8,29.5,53.83,29.45,2025-07-23T11:13:27.7645313Z
,53.38,29.56,54.8,29.1,53.4,29.5,54.35,29.46,2025-07-23T11:14:28.08178383Z
,52.82,29.58,55.1,29.1,54.4,29.5,53.84,29.46,2025-07-23T11:15:27.674383282Z
,52.78,29.54,54.9,29.1,53.5,29.5,53.8,29.46,2025-07-23T11:16:27.788284368Z
,52.77,29.55,54.7,29.1,52.9,29.5,53.76,29.43,2025-07-23T11:17:30.107675986Z
,52.61,29.58,54.7,29.1,53.4,29.5,53.72,29.46,2025-07-23T11:18:27.806046945Z
,53.07,29.58,54.7,29.1,53.1,29.5,54.08,29.47,2025-07-23T11:19:27.805767087Z
,52.82,29.58,54.9,29.1,53.5,29.5,53.84,29.47,2025-07-23T11:20:28.121945446Z
,52.68,29.49,54.7,29.1,53.5,29.5,53.65,29.43,2025-07-23T11:21:27.720264711Z
,52.81,29.34,54.6,29.1,53,29.5,53.52,29.43,2025-07-23T11:22:27.892283954Z
,52.94,29.28,54.5,29.1,53,29.5,53.41,29.4,2025-07-23T11:23:27.730938982Z
,53.16,29.22,54.3,29,53.1,29.5,53.57,29.39,2025-07-23T11:24:27.805221515Z
,53.31,29.21,54.5,29,53.3,29.4,53.55,29.4,2025-07-23T11:25:28.013875572Z
,53.52,29.19,54.5,29,53,29.5,53.75,29.37,2025-07-23T11:26:28.027642435Z
,53.44,29.15,54.6,29,53.3,29.4,53.73,29.36,2025-07-23T11:27:27.719720545Z
,53.55,29.13,54.6,29,53.1,29.4,53.82,29.35,2025-07-23T11:28:27.742308726Z
,53.7,29.13,54.7,29,53.6,29.4,53.97,29.33,2025-07-23T11:29:27.837400488Z
,53.71,29.14,54.7,29,53.7,29.3,53.77,29.36,2025-07-23T11:30:27.742473664Z
,53.63,29.18,54.7,29,53.3,29.4,53.88,29.33,2025-07-23T11:31:28.054484493Z
,53.43,29.16,54.7,29,53.6,29.3,53.5,29.35,2025-07-23T11:32:27.760272239Z
,53.36,29.16,54.5,29,53.3,29.4,53.54,29.33,2025-07-23T11:33:27.76078377Z
,53.71,29.13,54.5,29,53.2,29.3,53.86,29.35,2025-07-23T11:34:27.768777443Z
,53.86,29.12,54.6,29,53.4,29.4,53.93,29.32,2025-07-23T11:35:27.787092313Z
,53.81,29.11,54.7,29,53.7,29.4,53.99,29.33,2025-07-23T11:36:27.792104286Z
,53.8,29.09,54.7,29,53.7,29.5,53.95,29.33,2025-07-23T11:37:27.693213155Z
,53.97,29.1,54.7,29,53.6,29.4,54.08,29.33,2025-07-23T11:38:28.016448206Z
,53.98,29.1,54.7,29,54,29.4,54.11,29.3,2025-07-23T11:39:27.701413826Z
,53.88,29.1,54.8,29,53.8,29.4,54.03,29.32,2025-07-23T11:40:27.809385514Z
,54.28,29.07,54.8,29,53.6,29.4,54.4,29.3,2025-07-23T11:41:27.814784797Z
,54.08,29.09,55,29,54.2,29.3,54.19,29.3,2025-07-23T11:42:27.821970551Z
,54.4,29.05,54.9,29,53.9,29.3,54.5,29.29,2025-07-23T11:43:27.83552908Z
,54.49,29.04,55.1,29,54.2,29.3,54.37,29.29,2025-07-23T11:44:27.865436827Z
,54.57,29.03,55.2,28.9,54.3,29.3,54.6,29.3,2025-07-23T11:45:28.04708677Z
,54.67,29.03,55.3,28.9,54.6,29.3,54.47,29.26,2025-07-23T11:46:27.745696197Z
,54.33,29.03,55.3,28.9,54.2,29.3,54.44,29.26,2025-07-23T11:47:27.858126303Z
,54.46,29.02,55.3,28.9,54.3,29.3,54.55,29.26,2025-07-23T11:48:27.763246371Z
,54.72,29,55.3,28.9,54.4,29.3,54.54,29.23,2025-07-23T11:49:27.76618534Z
,54.69,28.97,55.4,28.9,54.3,29.2,54.58,29.2,2025-07-23T11:50:28.089251635Z
,55.08,28.96,55.4,28.8,54.6,29.3,54.94,29.19,2025-07-23T11:51:27.780579453Z
,55.31,28.95,55.6,28.8,54.9,29.3,55.17,29.19,2025-07-23T11:52:28.095049373Z
,55.22,28.94,55.8,28.8,55.4,29.3,55.04,29.2,2025-07-23T11:53:27.798782804Z
,54.92,28.93,55.9,28.8,55.2,29.2,54.81,29.18,2025-07-23T11:54:27.69890359Z
,57.84,28.85,58.1,28.8,57.7,29.2,57.04,29.15,2025-07-23T12:07:27.890314839Z
,59.19,28.84,59.4,28.8,58.3,29.2,58.46,29.14,2025-07-23T12:27:30.161586037Z
,58.95,28.84,59.4,28.8,58.8,29.2,58.42,29.12,2025-07-23T12:28:27.723763604Z
,59.2,28.84,59.4,28.8,58.5,29.2,58.69,29.12,2025-07-23T12:29:27.831294209Z
,59.63,28.84,59.5,28.8,59,29.2,58.79,29.11,2025-07-23T12:30:27.954774372Z
,61.99,28.92,59.7,28.8,59,29.3,62.62,29.14,2025-07-23T12:31:27.748685185Z
,60.01,28.85,61.2,28.8,61.1,29.2,58.79,29.11,2025-07-23T12:32:28.058492922Z
,59.6,28.87,60.2,28.8,59.3,29.2,58.7,29.14,2025-07-23T12:33:27.962318901Z
,59.41,28.88,60.2,28.7,58.9,29.2,58.55,29.12,2025-07-23T12:34:27.763321701Z
,59.3,28.9,60.1,28.7,58.8,29.2,58.58,29.15,2025-07-23T12:35:27.769384757Z
,59.6,28.89,60.1,28.7,58.7,29.2,58.77,29.14,2025-07-23T12:36:27.789891534Z
,59.61,28.92,60.2,28.7,58.9,29.2,58.76,29.12,2025-07-23T12:37:27.889648681Z
,59.34,28.93,60.3,28.7,59.1,29.2,58.68,29.15,2025-07-23T12:38:27.793048061Z
,59.4,28.92,60.2,28.7,58.8,29.3,58.66,29.15,2025-07-23T12:39:27.798312068Z
,59.2,28.94,60.1,28.8,58.7,29.2,58.6,29.16,2025-07-23T12:40:27.804762517Z
,59.24,28.93,60,28.8,58.7,29.3,58.57,29.15,2025-07-23T12:41:28.184055325Z
,59.04,28.95,60,28.8,58.6,29.2,58.45,29.18,2025-07-23T12:42:27.821634533Z
,58.78,28.96,60,28.8,58.5,29.2,58.35,29.16,2025-07-23T12:43:27.836867327Z
,58.9,28.97,59.8,28.8,58.4,29.2,58.41,29.18,2025-07-23T12:44:28.094922638Z
,58.94,28.98,59.8,28.8,58.4,29.3,58.43,29.19,2025-07-23T12:45:27.94988359Z
,59.09,29,59.8,28.8,58.6,29.3,58.46,29.19,2025-07-23T12:46:27.871277974Z
,58.77,29.09,60,28.8,58.5,29.2,58.39,29.2,2025-07-23T12:47:28.185595107Z
,58.37,29.17,59.8,28.8,58.5,29.3,58.29,29.2,2025-07-23T12:48:27.782800073Z
,58.37,29.15,59.7,28.8,58.4,29.3,58.29,29.22,2025-07-23T12:49:27.788935642Z
,58.47,29.08,59.7,28.8,58.4,29.3,58.21,29.2,2025-07-23T12:50:27.827323121Z
,58.67,29.05,59.6,28.8,58.3,29.4,58.31,29.22,2025-07-23T12:51:27.804808484Z
,58.69,29.05,59.6,28.8,58.3,29.3,58.26,29.26,2025-07-23T12:52:28.222308432Z
,58.77,29.04,59.7,28.8,58.5,29.3,58.25,29.25,2025-07-23T12:53:27.726969954Z
,58.45,29.04,59.7,28.8,58.4,29.3,57.92,29.2,2025-07-23T12:54:28.036903957Z
,58.33,29.03,59.5,28.8,58,29.2,57.88,29.25,2025-07-23T12:55:27.853109144Z
,58.16,29.02,59.4,28.8,58,29.3,57.79,29.23,2025-07-23T12:56:28.043137402Z
,58.25,29.03,59.3,28.8,57.8,29.3,57.77,29.22,2025-07-23T12:57:27.863888214Z
,58.05,29.01,59.3,28.8,57.8,29.3,57.51,29.23,2025-07-23T12:58:27.858606976Z
,58.04,29.02,59.1,28.8,57.7,29.3,57.51,29.22,2025-07-23T12:59:27.856950053Z
,57.88,29.02,59,28.8,57.6,29.3,57.47,29.22,2025-07-23T13:00:27.874310464Z
,57.82,29,59,28.8,57.4,29.3,57.34,29.22,2025-07-23T13:01:28.236809772Z
,57.39,28.98,58.8,28.8,57.3,29.3,57.02,29.22,2025-07-23T13:02:28.2619797Z
,57.23,28.98,58.6,28.8,57.2,29.2,56.86,29.23,2025-07-23T13:03:28.104658103Z
,56.93,28.92,58.4,28.8,57.1,29.3,56.66,29.2,2025-07-23T13:04:29.392682069Z
,56.97,28.91,58.2,28.8,56.9,29.2,56.73,29.19,2025-07-23T13:05:27.942804101Z
,57.09,28.92,58.3,28.7,56.9,29.2,56.58,29.19,2025-07-23T13:06:28.15865257Z
,56.76,28.9,58.3,28.7,56.8,29.3,56.41,29.16,2025-07-23T13:07:27.988104131Z
,56.8,28.9,58.1,28.7,56.7,29.1,56.42,29.14,2025-07-23T13:08:27.932904443Z
,56.8,28.89,58.1,28.7,56.8,29.1,56.46,29.15,2025-07-23T13:09:28.099370591Z
,56.87,28.9,58.1,28.7,56.8,29.1,56.54,29.15,2025-07-23T13:10:27.741490529Z
,56.89,28.91,58.1,28.7,56.7,29.2,56.55,29.14,2025-07-23T13:11:27.851303395Z
,56.94,28.9,58.2,28.7,56.9,29.1,56.65,29.15,2025-07-23T13:12:27.858307478Z
,57.02,28.91,58.2,28.7,57,29.2,56.64,29.15,2025-07-23T13:13:27.989997669Z
,57.02,28.88,58.2,28.7,57,29.1,56.65,29.15,2025-07-23T13:14:28.605657248Z
,57.13,28.87,58.2,28.7,56.7,29.1,56.75,29.16,2025-07-23T13:15:28.535564036Z
,57.15,28.88,58.3,28.7,57,29.1,56.8,29.15,2025-07-23T13:16:28.058289211Z
,57.11,28.88,58.3,28.7,57.1,29.1,56.63,29.14,2025-07-23T13:17:27.803065713Z
,56.98,28.86,58.2,28.7,57,29.1,56.58,29.14,2025-07-23T13:18:28.223946808Z
,57.02,28.85,58.1,28.7,56.7,29.1,56.63,29.14,2025-07-23T13:19:27.822475548Z
,61.59,27.65,64.2,27.2,60.6,28,60.75,27.84,2025-07-23T18:53:55.670493328Z
,61.19,27.78,63.7,27.3,60.6,28,60.69,27.82,2025-07-23T18:54:55.673757639Z
,61.26,27.69,63.4,27.3,60.5,28.1,60.76,27.82,2025-07-23T18:55:55.681300694Z
,48.04,26.82,49.5,26.8,47.1,27.5,48.18,27.2,2025-07-21T13:22:14.311120137Z
,48.45,26.88,49.6,26.7,47.3,27.4,48.96,27.24,2025-07-21T13:23:13.73422286Z
,48.73,26.91,49.8,26.8,48,27.4,49.13,27.24,2025-07-21T13:24:17.745252693Z
,48.39,26.91,49.9,26.8,48.3,27.3,48.5,27.25,2025-07-21T13:25:13.950625602Z
,48.46,26.99,49.7,26.8,47.7,27.5,49.05,27.28,2025-07-21T13:26:23.20559079Z
,48.7,26.99,50.1,26.9,47.9,27.5,48.95,27.28,2025-07-21T13:27:35.677913914Z
,48.63,27,50.1,26.9,48,27.5,48.55,27.28,2025-07-21T13:28:13.883801685Z
,48.5,26.94,49.8,26.9,47.5,27.5,48.32,27.25,2025-07-21T13:29:14.701341146Z
,47.67,26.94,49.7,26.9,47.3,27.4,48.3,27.24,2025-07-21T13:30:21.206609731Z
,47.48,26.94,49.4,26.8,47.8,27.4,47.99,27.27,2025-07-21T13:31:13.727603204Z
